ITEM_CODE,ITEM_NAME,DEPT,VALUE
167797,"SHOWER CURTAIN ROD 110X200CM","HOME DECOR & TEXTILES",236
167853,"BROOM PLASTIC WWOODEN HANDLE B501B RJK","HOUSEWARE & KITCHENWARE",815.9
168865,"KNIFE SET FRUIT 6PCS 35 HT201706 RJK","HOUSEWARE & KITCHENWARE",298.5
168976,"NUTRISNAX NUTRIBAR 20 OATS 24G 72",SUPERMARKET,8.33
169239,"TULIP CHICHEN LUNCHEON 340G  24",SUPERMARKET,593.89
169240,"TULIP CHICHEN SAUSAGE HOT DOG 200G  24",SUPERMARKET,346.41
16839,"NIVEA MALE ROLLON DRY IMPACT PLUS 50MLX3081610",SUPERMARKET,419.88
169517,"EXCELO EYOO CREM CHOC COOOKIES 26G  60",SUPERMARKET,9.57
169570,"ADRIANA TUNA FLAKES IN VEGETABLE OIL 160G  48",SUPERMARKET,755.64
169571,"ADRIANA TUNA FLAKES IN VEGETABLE OIL 80G 48",SUPERMARKET,237.83
179386,"NIGHTSTAND W1 DRAWER WHITE 114531490",FURNITURE,690
179585,"TEXTURED SAND PAINTING 20X20",STATIONERY,140
179599,"CLAMP BINDER 25MM 8PCSBOX",STATIONERY,70.8
179713,"CUCUMBER FM  PACK",SUPERMARKET,-13.99
180095,"DOVE STICK 40ML ULTIMATE REPAIR 6",SUPERMARKET,247.45
180098,"DOVE STICK 40ML CUCUMBER 6",SUPERMARKET,49.49
178683,"CURTAIN EMBO GROMT BEIGE 52X90 02PA7149A","HOME DECOR & TEXTILES",198
177895,"EXCELO COOKIES BE COOKY CHOCO 66G  24",SUPERMARKET,9.29
177951,"COLOURING BOOK CREATIVE ABCFVTOYS 22X28CM",STATIONERY,59.6
177952,"COPY COLOURING BOOK SERIES ALPHANUMB 16PG 22X28CM",STATIONERY,252.8
178065,"WATER BOTTLE 700ML PLASTIC KIDS  YWU","HOUSEWARE & KITCHENWARE",69.8
178502,"LINC PENTONIC BALLPEN BLUE BRT DISPENSER 50",STATIONERY,772.8
179305,"KIDS RIDE ON CAR WMUSICLIGHT YBC8332P RWY","TOYS AND ENTERTAINMENT",449
187744,"CERAMIC MUG 82X103CM 350ML 4DESIGN MIX YWU","HOUSEWARE & KITCHENWARE",128.7
185434,"BATHMAT PUFF MF 50X80CM BELLE BROWN 01MA0616B","HOME DECOR & TEXTILES",1264
185435,"BATHMAT PUFF MF 50X80CM BELLE NAVY 01MA0616C","HOME DECOR & TEXTILES",316
186095,"GLASS SET 12PCS 125ML CLEAR 4143505BB RJK","HOUSEWARE & KITCHENWARE",1290
186096,"GLASS SET 12PCS 125ML CLEAR 4143505BC RJK","HOUSEWARE & KITCHENWARE",903
187016,"FRIDGE BOTTLE 1300ML PLASTIC YWU","HOUSEWARE & KITCHENWARE",12.9
188014,"NESTLE DAMAK CHOCOLATE BAR 30G 12",SUPERMARKET,23.99
187142,"SCHOOL BAG",LUGGAGE,3206
187226,"WARDROBE 6DOOR W2DRWR WHTBRN 23487298",FURNITURE,2690
186836,"SKETCH BOOK A3 BIG SIZE PREMIUM",STATIONERY,808.2
18772,"KI CREAMY YOGHURT ASSORTED LOLIPOP 368G G  20",SUPERMARKET,1161.86
183349,"CLOTHES DRYING STAND 60107CM78809 YWU","HOUSEWARE & KITCHENWARE",537
184110,"CERAMIC MUG EMBOSSED 330ML EBCM4330 RJK","HOUSEWARE & KITCHENWARE",12.9
184111,"CERAMIC MUG EMBOSSED 330ML EBCM5330 RJK","HOUSEWARE & KITCHENWARE",25.8
185177,"KINGSBITE CHOCOLATE 2020 20GM 400",SUPERMARKET,13.98
185198,"SOFTGENTLE ROLL ON FRESH BLOSSOM 50ML 6",SUPERMARKET,129.95
185209,"DINNER PLATE 105 SLDP105 RJK","HOUSEWARE & KITCHENWARE",39.8
184460,"CONTAINER 3PCS SET RND PTD 123L PLASTIC HL70001TCP","HOUSEWARE & KITCHENWARE",89.7
185324,"BATHMAT NAVY 50X80CM MP 1600GSM TR3090","HOME DECOR & TEXTILES",109
193259,"BLIZZ GOLD BALL PEN BLUE 2640112BOX",STATIONERY,29.9
193263,"LX MAX NEEDLE TIP PEN 1108012BOX",STATIONERY,154.8
193273,"PAINT MARKER FINE TIP WATER BASED 630206BOX",STATIONERY,59.4
194702,"CASSEROLE WLID AND SIDE HANDLE 9INCHES CH011","HOUSEWARE & KITCHENWARE",690
192534,"AMERICAN GOURMET YELLOW MUSTARD 8OZ  12",SUPERMARKET,417.89
193348,"THE MERCHANT OF VENICE POCKET CLASSIC",STATIONERY,79.6
193402,"SIDDHARTHA AN INDIAN TALE POCKET CLASSIC",STATIONERY,114.5
193428,"LITTLE MASTERMINDS BOOKS 22X28CM",STATIONERY,143.97
193432,"FACTOPEDIA BOOKS 22X28CM",STATIONERY,383.92
192661,"GIFT BAG MEDIUM 210G 26X32X125 KRH9686M14","TOYS AND ENTERTAINMENT",59.94
192822,"MELAMINE PLATE 10INCH 161052","HOUSEWARE & KITCHENWARE",14.9
194171,"COLGATE TB OPTIC WHITE 360 CHARCOAL VALUE PACK 12",SUPERMARKET,695.76
194923,"LADLE SOUP SPOON SILICONE ZHN HR510","HOUSEWARE & KITCHENWARE",9.9
192944,"BOUNCY BALL WLIGHT  HCL S9254","TOYS AND ENTERTAINMENT",16.99
192353,"BINDER CLIPS BLACK 51MM 2PCS MP51796",STATIONERY,94.8
192358,"ERASER MP74269",STATIONERY,154.8
192365,"STICKY NOTES WNOTEPAD SET MF995432",STATIONERY,696
188730,"GLASS STORAGE CONTAINERS 12 PCS SET LDS2062025","HOUSEWARE & KITCHENWARE",838
190081,"LAMP PORTABLE MULTIFUNCTION","ELECTRICAL APPLIANCES",109
191980,"DINNER FORK 34G0325 ZHN","HOUSEWARE & KITCHENWARE",181.3
191351,"VASELINE COCONUT RESTORE BODY OIL 200ML 18",SUPERMARKET,126.99
189318,"HOME APP  MOBILE PH PROTECTION PLAN 2002000",MISCELLANEOUS,-1457
190553,"FLIP CHART BOARD 70X100 S104T70100",STATIONERY,729
192311,"BLACK BINDER CLIPS 12PCS MP58494",STATIONERY,154.8
190615,"PHOTO PROPS","TOYS AND ENTERTAINMENT",44.7
190650,"EDUCATIONAL DESK WLIGHTMUSIC","TOYS AND ENTERTAINMENT",219
200294,"HH MACKEREL IN TOMATO SAUCE 155G 50",SUPERMARKET,1234.97
200329,"HH DELICIOUS ALL PURPOSE MARGARINE 250G 60",SUPERMARKET,789.21
198394,"ENA PA MACKEREL IN TOMATO SAUCE 100G  50",SUPERMARKET,129.8
198551,"CUCUMBER PACK OCL",SUPERMARKET,20.99
201906,"PEEVA LEMON RHUM ALC  DRINK 350ML 12",SUPERMARKET,5.29
196184,"SENSATION DRIED COCONUT FLAKES 100G  24",SUPERMARKET,115.92
196274,"SAMSUNG LED TV 32 SAT SMART UA32H5000","ELECTRONICS & TELECOM",3989
197297,"BEETROOT PACK PNA",SUPERMARKET,32.99
40236,"MYYO VANNILA YOGHURT CEREALS 360ML  12",SUPERMARKET,84
48890,"MRS BECTORS MALT N MILK  BISCUIT 35G   48",SUPERMARKET,89.5
36051,"BARILLA PENNE RIGATE PASTA 500G  12",SUPERMARKET,52.99
22458,"SERVING BOWL MELAMINE 9 INCHES ZHN C0129","HOUSEWARE & KITCHENWARE",14.9
22638,"DOVE DEO WOMEN INVISIBLE DRY SPRAY 250ML 24",SUPERMARKET,44.99
23130,"ENA PA MACKEREL IN TOMATO SAUCE  EO  425G  24",SUPERMARKET,988.57
31701,"SARA BEEF LUNCHEON MEAT 340G  24",SUPERMARKET,482.77
37884,"GEURTS PINEAPPLE JAM 450G 12",SUPERMARKET,563.88
38043,"PARIDOX ALATA SAMINA BS GEL ALOE VERA 450ML 20",SUPERMARKET,377.91
25757,"SAKURA CLOCK W DESIGN 30CM","HOME DECOR & TEXTILES",69
202556,"FROSTED BOWL 55 G3201155M","HOUSEWARE & KITCHENWARE",7.9
204405,"MCPHILIX PLANTAIN CHIPS RIPENED 200G  40",SUPERMARKET,1295.64
74900,"VOLTPLUS UNIVERSAL ADAPTOR WBS PLUG VPUA134","ELECTRICAL APPLIANCES",109
79603,"SHINE ALUMINIUM FOIL 200SQFT 63MX30CM  12",SUPERMARKET,-84.99
79999,"SHARPENER 2HOLE  CONTAINER MP58315",STATIONERY,31.6
87991,"JUVER SELECCION RED GRAPE BOTTLE JUICE  850ML  12",SUPERMARKET,297.43
75807,"DOLAIT VANILLA YOGHURT 500G",SUPERMARKET,71.98
81326,"TASTY TOM TOMATO MIX SACHET 380G  24",SUPERMARKET,101.94
85201,"AKAI WALL FAN 18 75W EF075A1606W","ELECTRICAL APPLIANCES",515
76704,"BELAQUA SPARKLING WATER BOTTLE  330ML 12",SUPERMARKET,299.85
77038,"KIDS BOARD BOOKS OTHER TITLES ASSRTED EB 0001 ",STATIONERY,722.8
77044,"ACTIVITY BOOKS 365 W4PRINTS EB 0004",STATIONERY,69.8
77056,"SERVING BOWL MELAMINE 9 INCHES ZHN H220099","HOUSEWARE & KITCHENWARE",955.2
64105,"DOLAIT VANILLA  YOGURT 70G 10",SUPERMARKET,14.97
64480,"CELLO FRIDGE BOTTLE VEGAS 1LTR","HOUSEWARE & KITCHENWARE",119.9
64842,"FACEPOP  BUBBLE GUM WHISTLE POP  450G   20",SUPERMARKET,195.96
58733,"AKAI BLENDER WMILL 18L 430W BD018IDA309","ELECTRICAL APPLIANCES",619
60594,"GLADE SENSATIONS AIRFRESHNER REFILL LINEN   12",SUPERMARKET,839.76
60597,"GLADE SENSATIONS AIRFRESHNER REFILL I LOVE YOU  12",SUPERMARKET,28.99
60653,"MILKANA SPREADABLE CHEESE 8 PORTION 104G 24",SUPERMARKET,764.66
60783,"NIVEA COCOA BUTTER LOTION  400ML   12",SUPERMARKET,79.99
52717,"CUSSONS BABY OIL SOFT  SMOOTH 100ML  48",SUPERMARKET,137.39
52962,"GOODYS SPICY SHITO HOT BEEF MILD430G  12",SUPERMARKET,1079.88
71348,"DOLAIT APRICOT YOGHURT 200ML 10",SUPERMARKET,39.96
71755,"PARIDOX ALATA SAMINA BSGEL HONEY 450ML 20",SUPERMARKET,629.85
71756,"PARIDOX ALATA SAMINA BSGEL MORINGA 450ML 20",SUPERMARKET,587.86
67519,"SHINE JUMBO ROLL ULTRA SOFT 2PLY   12",SUPERMARKET,321.86
67581,"HELEMENS SPECIAL EGGS 12PCS PACK",SUPERMARKET,127.47
72072,"FA ROLL ON BRIGHTENING  CARE 50ML   24",SUPERMARKET,383.84
72786,"HEAVEN INSECTICIDES SPRAY 300ML 24",SUPERMARKET,503.86
X653,"VOLTIC MINERAL WATER 15L 6",SUPERMARKET,94.24
CL567,"CONTAINER RND TRANSPARENT 3 PCS SET 11L 55L 2L","HOUSEWARE & KITCHENWARE",59
CL766,"CONTAINER SQUARE 2900ML 16CMX16CMX14CM","HOUSEWARE & KITCHENWARE",104.3
N758,"MEDISOFT REPELLENT LEMON GREEN LOTION 100ML 72",SUPERMARKET,594.09
X038,"CAMEL ANTISEPTIC SOAP LF 175G 36",SUPERMARKET,644.57
93439,"DRY FLOWER 14M 2PCS","HOME DECOR & TEXTILES",29.9
90608,"CURTAIN ROD SINGLE 120210 11051210PC","HOME DECOR & TEXTILES",1190
90629,"CURTAIN ROD EXTANDABLE SIZE 110210CM 11062210MB","HOME DECOR & TEXTILES",75
96091,"READI COCONUT CHIPS 30G  120",SUPERMARKET,162.88
90636,"CURTAIN ROD EXTANDABLE SIZE 210300 11051300DG","HOME DECOR & TEXTILES",855
94668,"ROMA  INSECTICIDE SPRAY 300ML  24",SUPERMARKET,229.95
91536,"DETTOL SOAP BEST EVER COOL  155G    48",SUPERMARKET,1165.47
94946,"PEPSODENT TOOTHBRUSH JUNIOR 713YRS 1X60PC",SUPERMARKET,139.04
99574,"KREMELA CREAMER 200G  25",SUPERMARKET,622.44
99664,"STYLE UP ROLL ON FRESH 50ML  6",SUPERMARKET,169.83
02390,"PRINGLES EMMENTAL  175G 19",SUPERMARKET,749.85
02397,"BEL  SQUEEZE DRINK 350ML  16",SUPERMARKET,28.71
00380,"CERES MANGO JUICE 200ML 24",SUPERMARKET,604.45
03487,"WELCHS 100 APPLE JUICE  473ML  12",SUPERMARKET,89.98
08765,"COUNTRE MILK STRAWBERRY 500ML 18",SUPERMARKET,35.99
09239,"SANKOFA PLANTAIN CHIPS SPICY SWEET CHILI 50G  25",SUPERMARKET,329.78
101384,"MUNCH IT CRUNCHY SNACKS CEESY STIX 25G  144",SUPERMARKET,47.92
100958,"SHISHA W12M PIPE MIX COLOR YWU","HOUSEWARE & KITCHENWARE",198
102246,"DOVE FM ROLL ON  CLEAN COMFORT 50ML  6",SUPERMARKET,311.88
102328,"YOMI YOGHURT STRAWBERRY FLAVOUR 2L 1",SUPERMARKET,-112.99
103895,"BLING TOILET BOWL CLEANER 5L  4",SUPERMARKET,359.96
105006,"YUKI MATON INSECTICIDE DOUBLE ACTION 300ML  24",SUPERMARKET,739.8
105040,"LORENZ NATURALS BALSAMIC VINEGAR 100G  12",SUPERMARKET,656.37
108227,"PARIDOX ALCOHOL WIPES 100SHEETS",SUPERMARKET,657.86
108229,"GREEN WORLD  EXTRA KILLER INSECTICIDE 400ML  24",SUPERMARKET,1434.65
108816,"FANTASIA PICO BELLOS CHIPS 55G 12",SUPERMARKET,287.82
108888,"MARILAN MAGIC TOAST CRIPBREADS ORIGINAL 110G 24",SUPERMARKET,351.78
108891,"MARILAN CHOCOLATE WAFER 80G  24",SUPERMARKET,102.06
117875,"MANILA PAPERLINELEFT WINDOW ENVELOPE 50PCS PACK",STATIONERY,224.91
119309,"REXONA ROLL ON  COBALT 50ML  24",SUPERMARKET,474.81
119316,"REXONA SPRAY  INVISIBLE ICE FRESH 200ML  6",SUPERMARKET,257.94
117021,"ONION   PURPLE IMPORT  KG",SUPERMARKET,46.27685
117110,"SERVING BOWL MELAMINE 10 INCHES ZHN C62010","HOUSEWARE & KITCHENWARE",855.7
117150,"MSEAL CONTAINER RECT GLASS 700ML FRC N1040610","HOUSEWARE & KITCHENWARE",417
117338,"LOTUS BISCOFF SPREAD SMOOTH 400G 6",SUPERMARKET,260.97
112086,"KIVO TOMATO MIX SUP 200G   24",SUPERMARKET,215.76
110059,"ARTIFICIAL SMALL SUNFLOWER 3BUNCH 90CM 20200916","HOME DECOR & TEXTILES",32.9
110063,"ARTIFICIAL CHRYSANTHEMUM FLWER 5BNH 88CM 20200924","HOME DECOR & TEXTILES",18.9
110193,"SERVING TRAY MELAMINE 15 INCHES ZHN 318155","HOUSEWARE & KITCHENWARE",747
110228,"HEX DUMBBELL HD10KG","SPORTS & FITNESS",1795
112792,"DOVE SPRAY  APPLE  WHITE TEA  250ML 24",SUPERMARKET,44.99
110739,"WETTOL ANTISEPTIC 2L  6",SUPERMARKET,341.96
116167,"BOWL 10X5CM PORCELAIN S136 RJK","HOUSEWARE & KITCHENWARE",40.6
115169,"VOLTPLUS EXTENSION SOCKET 4W2M SWUSB VPEC4W2MMSU","ELECTRICAL APPLIANCES",189
115330,"LA SALUD CONCENTRATED SOFTNER  ROSE 135L  9",SUPERMARKET,46.99
115787,"GLADE AEROSOL INVIGORATE OCEAN ADVENTURE 300ML  12",SUPERMARKET,34.99
124779,"PHILIPS BLENDER WMILL 2L 600W PLASTIC HR219120","ELECTRICAL APPLIANCES",1299
124784,"SUPER COOK FRYPAN 26CM CHN B4590584 B1430585","HOUSEWARE & KITCHENWARE",179
127180,"TRAVELLING BAG PVC REXINE 19X125X6 MYQ91774",LUGGAGE,69
127230,"JAYKAY PRIMARY SERIES 20L WCOVER A1",STATIONERY,195
126028,"ERASER WHITE 30 PCS DOMS 7255",STATIONERY,15.9
128809,"COLOR PEN WBOOK LUXOR COLBYNUMBER 6108FUNBOOK",STATIONERY,26.9
126200,"AIRPRO MICMAN AIRREFRSHENER OCEAN ESCAPE 35G   6",SUPERMARKET,399.95
126205,"AIRPRO HANGING BOTTLE AFRESHNER D OFF COOL 10ML 12",SUPERMARKET,503.86
