SHOP_CODE,ITEM_CODE,ITEM_NAME,AUDIT_QTY,ERP_QTY,DEPT,PRICE,DIFF,"DIFF VALUE"
LCC,00521,"AKAI AVR 2KVA AVR003A  2000VA",4,3,"ELECTRICAL APPLIANCES",779,1,779
LCC,102246,"DOVE FM ROLL ON  CLEAN COMFORT 50ML  6",13,11,SUPERMARKET,25.99,2,51.98
LCC,102730,"SPARTAN BRAVO  LIQUID LAUNDRY DETERGENT  3 L  4",2,2,SUPERMARKET,141.99,0,0
LCC,109328,"ROMAR AUTOM AIRFRESH REFILL TALC 250ML  6",6,6,SUPERMARKET,46.99,0,0
LCC,124738,"MY FIRST BOOK SERIES 10TITLES W16PAGES 36YRS",7,7,STATIONERY,19,0,0
LCC,14317,"MARILAN  WAFER VANILLA BISCUIT 115G  24",22,22,SUPERMARKET,10.19,0,0
LCC,149218,"AIRPRO NAPHTALENE BALLS COLOURED BIG 300G  60",82,87,SUPERMARKET,22.99,-5,-114.95
LCC,168105,"FILLED CUSHION P JAQUARD 45X45CMPINK DC255",16,16,"HOME DECOR & TEXTILES",129,0,0
LCC,170082,"CONTAINER CLICK AND LOCK 800ML 305 17351",16,16,"HOUSEWARE & KITCHENWARE",32.9,0,0
LCC,180290,"BEER GLASS 3PCS PILSNER 0055CL3F1000316 10025074",14,19,"HOUSEWARE & KITCHENWARE",58.6,-5,-293
LCC,178685,"CURTAIN EMBO GROMT TAUPE 52X90 02PA7149C",12,12,"HOME DECOR & TEXTILES",99,0,0
LCC,182964,"FRYING PAN 24CM FALU ZHNBLY 600424",18,18,"HOUSEWARE & KITCHENWARE",99,0,0
LCC,190140,"WOKPAN INDUCTION 28CM G1521944",1,1,"HOUSEWARE & KITCHENWARE",289,0,0
LCC,190542,"BULLETIN BOARD 60X90CM A01FB6090S",8,8,STATIONERY,169,0,0
LCC,201908,"IMPULSE SEALER FS400 40CM",10,10,"HARDWARE & BUILDING MATERIAL",299,0,0
LCC,198076,"WALL CLOCK 406X406X410CM 3003T11",4,4,"HOME DECOR & TEXTILES",159,0,0
LCC,48859,"SAMSUNG FRIDGE DD 203L RT26HAR2DSART20HARFAREDSA",1,1,"ELECTRICAL APPLIANCES",8229,0,0
LCC,76894,"UNOLI SUNFLOWER OIL 18L 6",7,6,SUPERMARKET,96.99,1,96.99
LCC,66605,"EVP EASY TIE TRASH BAG GREEN  MS 30L 20PCS  12",12,12,SUPERMARKET,30.99,0,0
LCC,49725,"MAXIM TWIST AND CURL BUTTER 390G  30",15,15,SUPERMARKET,34.99,0,0
LCC,91213,"SAIRO BATHSHOWER GEL ARGAN NATURAL OILS 750ML  8",11,11,SUPERMARKET,50.99,0,0
LCC,100632,"CHANDELIER HANGING PENDANTS 190546",1,1,"HOME DECOR & TEXTILES",479,0,0
LCC,118373,"HOPSCOTCH WRING 10PCS 3YRS MKM846265",4,4,"TOYS AND ENTERTAINMENT",68.9,0,0
LCC,148569,"WATER BOTTLE KIDS CHARACTER 1000ML PLASTIC YWU",3,5,"HOUSEWARE & KITCHENWARE",89,-2,-178
LCC,149911,"TOLSEN GLOVE 10XL 45001",24,26,"HARDWARE & BUILDING MATERIAL",4.9,-2,-9.8
LCC,166499,"BATHMAT 40X60CM WHITE RSC500BMWH",1,2,"HOME DECOR & TEXTILES",47.9,-1,-47.9
LCC,180766,"AKAI FRIDGE DD 112L RF134AC112L",3,3,"ELECTRICAL APPLIANCES",2699,0,0
LCC,198484,"LUNCH BOX WSPOON AND FORK PLASTIC 8096B YWU",12,12,"HOUSEWARE & KITCHENWARE",59,0,0
LCC,96430,"NIDO ESSENTIA 23G 10PCS X 12",38,37,SUPERMARKET,46.49,1,46.49
LCC,114562,"FORK SET 10PCS PLASTIC BG471",26,24,"HOUSEWARE & KITCHENWARE",14.9,2,29.8
LCC,129409,"PEG BAG 2PCS SET L00509",2,2,"HOUSEWARE & KITCHENWARE",2.9,0,0
LCC,132055,"TOLSEN CONCRETE DRILL BIT 100X120MM 75511",17,17,"HARDWARE & BUILDING MATERIAL",9.9,0,0
LCC,156254,"FRY PAN 24CM FALU ZHNBLY 852124",10,10,"HOUSEWARE & KITCHENWARE",179,0,0
LCC,157687,"DUSTBIN MATT SWING SLR 5L 19X19Xh30CM PP50605",13,12,"HOUSEWARE & KITCHENWARE",59,1,59
LCC,167825,"SLOTTED TURNER BAMBOO YWU",1,1,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,168865,"KNIFE SET FRUIT 6PCS 35 HT201706 RJK",54,54,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,184372,"NERO WISKY COLA DRINK 350ML 12",32,32,SUPERMARKET,5.99,0,0
LCC,194361,"AKAI SOUND BAR WIRELESS SUBWOOFER 180W SB006A008",1,1,"ELECTRONICS & TELECOM",1899,0,0
LCC,190030,"DOOR BELL WPLUG 2COLOR",15,15,"ELECTRICAL APPLIANCES",109,0,0
LCC,200791,"FRYING PAN 20CM FALU ZHNBAROLY 260620",1,1,"HOUSEWARE & KITCHENWARE",199,0,0
LCC,195693,"STORAGE CONTAINER RND 3PCS SET  HL7044CT",19,19,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,195768,"OIL DIFFUSER  400ML TY103",2,7,"HOME DECOR & TEXTILES",249,-5,-1245
LCC,206904,"CLEANING CLOTH MICROFIBRE 36PCS SET LDS25121",14,14,"HOUSEWARE & KITCHENWARE",209,0,0
LCC,66655,"DAPHNIS SWEET CORN 425G  12",5,5,SUPERMARKET,18.49,0,0
LCC,X765,"STARKIST TUNA FLAKES IN SUNFLOWER VEG OIL 160G 24",24,22,SUPERMARKET,36.99,2,73.98
LCC,115949,"BINE ANTIBACTERIAL SOAP 500ML 20",38,19,SUPERMARKET,15.99,19,303.81
LCC,127632,"PHOTO FRAME 3 IN 1 WOOD CARVING 545X15X26 23821",1,1,"HOME DECOR & TEXTILES",119,0,0
LCC,137497,"BUMBLE BABY WET WIPES BABY SCENTED 72PCS   12",19,11,SUPERMARKET,22.99,8,183.92
LCC,182450,"TUMBLER JUICE BOLONIA 6PCS SET 0794CL6F1000604",8,7,"HOUSEWARE & KITCHENWARE",99,1,99
LCC,187965,"JOJONAVI FRUIT MANGO CAN JUICE DRINK  330ML 24",4,8,SUPERMARKET,13.49,-4,-53.96
LCC,193005,"BOTTLE OPENER ZHN KB841",53,55,"HOUSEWARE & KITCHENWARE",4.9,-2,-9.8
LCC,192676,"GIFT BAG LARGE 210G 32X42X115 KR16222L912",12,12,"TOYS AND ENTERTAINMENT",10.99,0,0
LCC,197973,"MCBERRY SIMA COOKIES BISCUITS 18G  72",8,9,SUPERMARKET,1.09,-1,-1.09
LCC,N011,"LACTASOY CHOCOLATE SOYA MILK 125ML 60",82,82,SUPERMARKET,7.49,0,0
LCC,106000,"KRIS PERFUMED BODY LOTION COCOA BUTTER 200ML  36",11,11,SUPERMARKET,10.49,0,0
LCC,124015,"FLOOR MAT 60X90CM ASSORTED GRACRMB",3,4,"HOME DECOR & TEXTILES",229,-1,-229
LCC,134275,"SUPER COOK FRYPAN 32CM CHN B4590884 B1430884",7,7,"HOUSEWARE & KITCHENWARE",259,0,0
LCC,169518,"BE PETIT BRURRE ORIGINAL BISCUITS 58G  30",55,55,SUPERMARKET,6.49,0,0
LCC,182441,"TUMBLER JUICE NOVA 6PCS SET 0258CL6F1000612",16,15,"HOUSEWARE & KITCHENWARE",59,1,59
LCC,187283,"WEIGHT DISC 226KG SFDISC5LB",1,4,"SPORTS & FITNESS",89,-3,-267
LCC,187713,"BATH MAT PLASTIC 50X80CM 4COLOR MIX",8,7,"HOME DECOR & TEXTILES",65,1,65
LCC,187945,"DECORATIVE ACCESSORY",6,6,"HOME DECOR & TEXTILES",149,0,0
LCC,198784,"LAUNDRY BASKET 19X23X16CM PLASTIC YWU",12,12,"HOUSEWARE & KITCHENWARE",209,0,0
LCC,43198,"JUVER DISFRUTA NECTAR PEACH JUICE 1L  12",6,6,SUPERMARKET,32.99,0,0
LCC,119287,"DOMS PENCIL SET 12PCS BICOLOR 24SHADES 7173",19,19,STATIONERY,35.9,0,0
LCC,110747,"SANITA CLUB TRASH BAGS 10GALLONSX30   16",26,25,SUPERMARKET,50.99,1,50.99
LCC,121948,"BLANKET POPCORN 150X200CM ASTD",2,2,"HOME DECOR & TEXTILES",179,0,0
LCC,132411,"GIFT WRAP PAPER SILVERBLACK 2PCS BXX2376",13,13,"TOYS AND ENTERTAINMENT",10.9,0,0
LCC,158718,"DOMS AQUA WATER COLOUR PEN 28SHADE 80106",1,1,STATIONERY,35.9,0,0
LCC,174155,"TECNO MOBILE POP 9 3GB128GB KL4",1,1,"ELECTRONICS & TELECOM",1449,0,0
LCC,193294,"BRUHM GAS COOKER 4B 50X60 GRI ROTMT SS BGC5640SS",1,1,"GAS COOKER & ACCESSORIES",2599,0,0
LCC,189441,"BARBIE DOLL MINI BARBIELAND JCR22959A",10,10,"TOYS AND ENTERTAINMENT",49,0,0
LCC,206937,"SIGMA GAS COOKER 3B1H 60X60 G BLK SGCF6060G1EB",1,1,"GAS COOKER & ACCESSORIES",3099,0,0
LCC,86200,"SPORTS RC CAR 4 FUNCTION W LIGHT MKI861281",6,6,"TOYS AND ENTERTAINMENT",129,0,0
LCC,87985,"JUVER SELECCION PINEAPPLE BOTTLE JUICE  850ML  12",14,14,SUPERMARKET,40.99,0,0
LCC,66683,"EVP COLORED DISPO 2LAYER CUPS 500CC50PX20  20",20,21,SUPERMARKET,36.99,-1,-36.99
LCC,64717,"PARLE RIK RAK STRAWBERRY FILLED WAFER 18G 72",62,61,SUPERMARKET,1.09,1,1.09
LCC,91551,"COLGATE MOUTH WASH PLAX PEPPERMINT 500ML 12",11,11,SUPERMARKET,82.99,0,0
LCC,97335,"WC NET CRYSTAL RIM BLOCK BLUE FRESH  12",6,5,SUPERMARKET,44.99,1,44.99
LCC,04116,"SPARLETTA QUININE TONIC 350ML 12",16,16,SUPERMARKET,5.99,0,0
LCC,114604,"BAG NATURAL JUTE W20CM HANDLE",15,16,LUGGAGE,109,-1,-109
LCC,120847,"CUSSONS BABY WIPES SOFT  SMOOTH 80 SHEETS  24",24,23,SUPERMARKET,23.99,1,23.99
LCC,135816,"SERVING BOWL MELAMINE 12 INCHES FEILU 179127",41,41,"HOUSEWARE & KITCHENWARE",24.9,0,0
LCC,130997,"PHILIPS LED BULB 10W B22 3000K 929001977468",1,1,"ELECTRICAL APPLIANCES",22,0,0
LCC,149717,"CERAMIC MUG WGOLD RIM 12OZ GGK BC12 LPRO RJK",10,10,"HOUSEWARE & KITCHENWARE",14.9,0,0
LCC,165462,"HARPIC RIM BERRY 35G  6",5,3,SUPERMARKET,32.99,2,65.98
LCC,159182,"MASK PAPER 12PCS",46,46,"TOYS AND ENTERTAINMENT",8.9,0,0
LCC,179018,"PAPER U CLIP 33MM 80PCSBOX ASST COL YW",10,10,STATIONERY,5.9,0,0
LCC,186710,"LUNCH BOX SET 4PCS W3COMPARTMENT PLAST RJK 80114",16,16,"HOUSEWARE & KITCHENWARE",69,0,0
LCC,186062,"WRITING TABLET LCD 85 8520A",4,4,"TOYS AND ENTERTAINMENT",99,0,0
LCC,186981,"PARTY CANDLES MIX COLOR 12PCSPACK",24,25,"TOYS AND ENTERTAINMENT",12.9,-1,-12.9
LCC,193046,"BOUNTY ADVANCED PREMIUM TOWEL  12 ROLL 12",12,12,SUPERMARKET,67.99,0,0
LCC,200240,"SIGMA WASHING MACHINE FL 8KG INV GREY SWMT80FL",1,1,"ELECTRICAL APPLIANCES",4199,0,0
LCC,198077,"WALL CLOCK 305X305X43CM 36239",8,8,"HOME DECOR & TEXTILES",85,0,0
LCC,94667,"FEKKO SPRAY STRACH 550ML  12",12,11,SUPERMARKET,54.99,1,54.99
LCC,117248,"DOMS PENCIL SHARPNER BLISTER PACK 6PCS 8209",2,2,STATIONERY,5.9,0,0
LCC,132891,"SERVING BOWL MELAMINE 9 INCHES FEILU 30096",62,64,"HOUSEWARE & KITCHENWARE",13.9,-2,-27.8
LCC,129576,"DINNER PLATE EMBOSSED AVIOS 105 DP105 RJK",5,8,"HOUSEWARE & KITCHENWARE",16.9,-3,-50.7
LCC,153857,"DOCUMENT TRAY PLASTIC SY145",9,9,STATIONERY,99,0,0
LCC,160819,"WINDOW SHADE BLACKOUT ROLLER 451140X180CM",2,2,"HOME DECOR & TEXTILES",329,0,0
LCC,178210,"PARTY CUP  PLATE 30PCS SET 79",8,6,"TOYS AND ENTERTAINMENT",44.9,2,89.8
LCC,194656,"WHITE BOARD DOUBLE SIDE 30X40 HCL O51025",7,7,STATIONERY,79,0,0
LCC,198989,"PLATINUM JASMINE VIETNAMESE RICE 225KG",15,14,SUPERMARKET,499.99,1,499.99
LCC,200343,"AMERICAN CHEF WHITE VINEGAR PET 473ML 24",10,10,SUPERMARKET,13.49,0,0
LCC,37645,"BILY WC BLOCK OCEAN    24",3,3,SUPERMARKET,20.99,0,0
LCC,72787,"HEAVEN NAPHTHALENE BALL CANFA 150G  120",73,76,SUPERMARKET,10.99,-3,-32.97
LCC,69965,"MAXIM PRECONDITIONING STYLING GEL 410G  30",33,33,SUPERMARKET,15.49,0,0
LCC,64846,"DISQUETI CHOCOLATE LENTILS   4X16X60G",61,64,SUPERMARKET,21.99,-3,-65.97
LCC,91552,"COLGATE MOUTH WASH PLAX PEPPERMINT 250ML  24",11,12,SUPERMARKET,51.99,-1,-51.99
LCC,104867,"PRIMA BLEACH 1L  15",14,14,SUPERMARKET,28.99,0,0
LCC,128564,"RC CAR 4CH MT535024",10,10,"TOYS AND ENTERTAINMENT",129,0,0
LCC,153758,"FABER CASTELL MODELLING DOUGH 6PCS 50GM 370816",2,2,STATIONERY,49,0,0
LCC,154738,"VILEDA INDOOR BROOM  169335",3,3,"HOUSEWARE & KITCHENWARE",129,0,0
LCC,169095,"UNIMITED SAUCEPAN 20CM NON STICK FRC G2553002",2,2,"HOUSEWARE & KITCHENWARE",619,0,0
LCC,167930,"BLANKET PLUSH STRIPE 200X230CM 4COLOUR",12,10,"HOME DECOR & TEXTILES",229,2,458
LCC,176376,"VINETIS STEM F4 500ML FRC V7580",2,2,"HOUSEWARE & KITCHENWARE",249,0,0
LCC,188869,"BATHMAT 50X80CM BM278 SILVER CP",1,2,"HOME DECOR & TEXTILES",59,-1,-59
LCC,206551,"CAMPA GOLD BOOST ENERGY DRINK 250ML 24",23,23,SUPERMARKET,9.99,0,0
LCC,89866,"SHINE FACIAL TISSUE LARGE 150PCS  36",10,10,SUPERMARKET,12.99,0,0
LCC,63930,"LELE TUNA FLAKES IN SOYA BEAN OIL 80G 48",19,20,SUPERMARKET,9.99,-1,-9.99
LCC,57848,"EVERPACK CLUB TROLL 12ROLLSX7PKT  7",3,3,SUPERMARKET,31.99,0,0
LCC,M111,"SM BUTTERFLY SEWING MACHINE HAND WOOD JA21",2,2,"HARDWARE & BUILDING MATERIAL",1149,0,0
LCC,N566,"AKWAABA TISSUE  SMALL SIZE 76SHEETS 36",16,5,SUPERMARKET,6.99,11,76.89
LCC,95680,"EASY GLASS CLEANER BLUE 825ML 12",6,6,SUPERMARKET,28.99,0,0
LCC,90853,"VOI MOONLIGHT ROSE HAND SOAP 500ML 12",10,5,SUPERMARKET,21.49,5,107.45
LCC,117210,"DOMS WATER COLOUR CAKES SET 24PCS 23MM 7428",9,9,STATIONERY,35.9,0,0
LCC,134465,"ENERGIZER FLASHLIGHT 3AAA METAL MLHH32",7,7,"ELECTRICAL APPLIANCES",89,0,0
LCC,135842,"FABER CASTELL ACRYLIC COLOUR TUBE 12P 9ML 379012",19,19,STATIONERY,59,0,0
LCC,148820,"LUNCH BOX YELLOW WTRANSPARENT LID PLASTIC YWU",3,3,"HOUSEWARE & KITCHENWARE",69,0,0
LCC,149577,"DOVE ROLL ON SA WOMEN  EVEN SENSITIVE 50ML  6",15,15,SUPERMARKET,25.99,0,0
LCC,167700,"LUNCH BOX INSULATED 1COMP SSTEEL D125858 YWU",10,10,"HOUSEWARE & KITCHENWARE",69,0,0
LCC,168821,"TUMBLER 6PCS SET FAVO 430ML 76420200762849",7,7,"HOUSEWARE & KITCHENWARE",49.9,0,0
LCC,170004,"FRY PAN 22CM FALU ZHNBLY 8102322",9,9,"HOUSEWARE & KITCHENWARE",119,0,0
LCC,179798,"SPRAY BOTTLE 1000ML PLASTIC 3313",9,9,"HOUSEWARE & KITCHENWARE",22.9,0,0
LCC,180778,"RUG 60X100CM",29,30,"HOME DECOR & TEXTILES",39.9,-1,-39.9
LCC,176374,"STACKABLE BOWL WLID FRC H1152",7,7,"HOUSEWARE & KITCHENWARE",99,0,0
LCC,179253,"ENVELOPE A3 50PCS 324X4005CM BROWN YW",7,7,STATIONERY,99,0,0
LCC,177699,"DIARY KIDS SPIRAL SM",10,10,STATIONERY,16.9,0,0
LCC,192622,"STRAW 5PCS SET BENT SS SWN 57 9X27CM",20,20,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,21688,"ACQUA PANNA MINERAL WATER 750ML  12",15,16,SUPERMARKET,26.99,-1,-26.99
LCC,72507,"LELE WHITE SUGAR 1KG  10",12,12,SUPERMARKET,21.99,0,0
LCC,X495,"CHOCOLIM  400G 20",11,11,SUPERMARKET,39.99,0,0
LCC,93334,"ARTIFICIAL LUSH GREEN GRASS CARPET 3MX4M AG3X4",1,1,"HOME DECOR & TEXTILES",1299,0,0
LCC,100046,"DOVE BABY WIPES SENSITIVE MOISTURE 50S  12",17,17,SUPERMARKET,29.99,0,0
LCC,109881,"PLAY WITH STICKER",36,36,STATIONERY,16.9,0,0
LCC,109394,"DAPHNIS EXTRA VIRGIN OLIVE OIL 500ML 12",16,16,SUPERMARKET,184.99,0,0
LCC,118311,"BLING TOILET BOWL CLEANER PINE 750ML  12",14,14,SUPERMARKET,21.99,0,0
LCC,117256,"DOMS TEMPERA COLOURS 6 SHADES 3454",11,11,STATIONERY,3.9,0,0
LCC,111630,"CARSUN CAR AIR PUMP WIRED C5EX0505",2,2,"HARDWARE & BUILDING MATERIAL",329,0,0
LCC,124755,"EASY TO READ MORAL STORIES 12TITLES 16PAGES 47YRS",12,13,STATIONERY,7.9,-1,-7.9
LCC,122722,"KELLOGGS CORNFLAKES 300G  10 NGR",12,11,SUPERMARKET,47.99,1,47.99
LCC,155777,"CANISTER PTD 1L GLASS 149010001172010146",14,14,"HOUSEWARE & KITCHENWARE",29.9,0,0
LCC,150410,"CURTAIN W8 GROMENT BURGUNDY 54X90 JQ033",12,12,"HOME DECOR & TEXTILES",119,0,0
LCC,164860,"FRYING PAN 26CM",18,18,"HOUSEWARE & KITCHENWARE",79,0,0
LCC,161456,"CURTAIN EMBOSSED 54X90  GREY",2,2,"HOME DECOR & TEXTILES",99,0,0
LCC,160262,"MIXING BOWL WHANDLE GLASS 28L PYREX 404B0008046",8,8,"HOUSEWARE & KITCHENWARE",89,0,0
LCC,158380,"CURTAIN AMELIA GROMT GREY 54X9002PA6865D",2,2,"HOME DECOR & TEXTILES",149,0,0
LCC,197830,"NESTLE CERELAC WHEAT MILK NO REFIND SUGAR 400G 12",14,13,SUPERMARKET,50.99,1,50.99
LCC,203951,"CERES NECTAR CRANBERRY JUICE 1L 12",12,12,SUPERMARKET,28.49,0,0
LCC,N972,"PRINGLES SOUR CREAM  ONION 40G  12",18,18,SUPERMARKET,19.99,0,0
LCC,91879,"BINATONE MICROWAVE OVEN 20L 700W BLACK MWO2018",1,1,"ELECTRICAL APPLIANCES",1559,0,0
LCC,108891,"MARILAN CHOCOLATE WAFER 80G  24",12,12,SUPERMARKET,7.29,0,0
LCC,119283,"DOMS PENCIL SET 12PCS A1 HEXAGONAL 3414",20,20,STATIONERY,21.9,0,0
LCC,127183,"TRAVELLING BAG PVC REXINE 17X12X8 MYQ91776",7,8,LUGGAGE,59,-1,-59
LCC,127445,"SUPER COOK WOKPAN 28CM WLID CHN B4591684 B1431684",2,2,"HOUSEWARE & KITCHENWARE",359,0,0
LCC,121986,"VISTA EXERCISE BOOKS A4 FLEXI NEW",25,25,STATIONERY,30.99,0,0
LCC,133912,"KERRYGOLD IRISH BUTTER UNSALTED 100G X 20",15,15,SUPERMARKET,29.99,0,0
LCC,147321,"CURTAIN WGROMMET GREY 54X90 02PA6642B",12,12,"HOME DECOR & TEXTILES",99,0,0
LCC,141416,"WINE BUCKET W HANDLESTAND 54X205CM 52055WB",1,1,"HOUSEWARE & KITCHENWARE",169,0,0
LCC,157215,"PILLOW MEMORY FOAM CRUMB 70X40CM BBSMF40",3,3,"HOME DECOR & TEXTILES",149,0,0
LCC,153705,"FABER CASTELL WRITING  MARKING BLISTER SET 575942",19,0,STATIONERY,36.9,19,701.1
LCC,153841,"MORAL STORIES 365",6,6,STATIONERY,99,0,0
LCC,149292,"CERES NECTAR MANGOORANGE JUICE DRINK  200ML 24",24,24,SUPERMARKET,9.99,0,0
LCC,165471,"DOMS SKETCH FINE WATER COLOUR PEN 12SHADE 80150",6,6,STATIONERY,8.9,0,0
LCC,160160,"MUSICAL LIGHT UP DANCE MAT PEVA 875X816CM YQ611",2,2,"TOYS AND ENTERTAINMENT",789,0,0
LCC,169098,"PRIMARY SS UNCOATED FRYPAN 26CM FRC E3090504",3,3,"HOUSEWARE & KITCHENWARE",299,0,0
LCC,177694,"WESTINGHOUSE COFFEE GLASS DUAL 50ML WCGW009002",11,11,"HOUSEWARE & KITCHENWARE",59,0,0
LCC,177703,"PENCIL CASE KIDS PENCIL DESIGN",2,3,STATIONERY,33.9,-1,-33.9
LCC,189268,"XMAS ORNAMENT 8CM 257625192",39,39,"HOME DECOR & TEXTILES",21.9,0,0
LCC,98502,"AMALFI  BODY MILK ARGAN 500ML 15",10,13,SUPERMARKET,28.99,-3,-86.97
LCC,06969,"KASAPREKO TONIC WINE 750ML 12",16,16,SUPERMARKET,29.99,0,0
LCC,101009,"CURTAIN POLYESTER 52X84 WHANGER DRZGB192",12,12,"HOME DECOR & TEXTILES",119,0,0
LCC,126667,"WALL CLOCK SAKURA 305X305X43 2738",10,10,"HOME DECOR & TEXTILES",75,0,0
LCC,126677,"WALL CLOCK SAKURA 305X305X43 3311Y",7,7,"HOME DECOR & TEXTILES",119,0,0
LCC,168908,"BABY TOILET SEAT BTS020",2,2,"TOYS AND ENTERTAINMENT",69,0,0
LCC,179133,"SUNFLOWER WINDMILL TOYS 31CM",7,7,"TOYS AND ENTERTAINMENT",13.9,0,0
LCC,185416,"CURTAIN BKT GROM GOLD 2P 54X90 02PA7216B",8,8,"HOME DECOR & TEXTILES",199,0,0
LCC,202581,"FROSTED SMALL DISH 4 B1594M",18,18,"HOUSEWARE & KITCHENWARE",3.9,0,0
LCC,61444,"NUTELLA HAZELNUT SPREAD 180G 16",12,12,SUPERMARKET,50.99,0,0
LCC,49769,"MAXIM ARTIFICIAL NAIL POLISH REMOVER 160ML 46",26,26,SUPERMARKET,18.49,0,0
LCC,93284,"WINE HOLDER BYCYLE DESIGN METAL J079 YWU",6,6,"HOUSEWARE & KITCHENWARE",79,0,0
LCC,98299,"ROMAR AUTOM AIRFRESH REFILL DOLCE BLUE   250ML  6",10,10,SUPERMARKET,48.99,0,0
LCC,109893,"GHANA MAP 48CMX73CM",78,72,STATIONERY,27.9,6,167.4
LCC,117094,"3TOL ANTISEPTIC LIQUID LIME FRESH 250ML  24",9,9,SUPERMARKET,17.99,0,0
LCC,110734,"LA VONCE TOMATO MIX SACHET  11KG  12",7,7,SUPERMARKET,28.49,0,0
LCC,121941,"3PCS BEDSHEET SET PR KG 180X20030CM ASRTD",8,8,"HOME DECOR & TEXTILES",169,0,0
LCC,135340,"MABEL BATHING SOAP 150G LEMON 18",23,23,SUPERMARKET,6.79,0,0
LCC,148527,"FLOWER SET DRY 5PCS",1,1,"HOME DECOR & TEXTILES",85,0,0
LCC,145115,"GLASS PLAZA LONG DRINK 405ML 3B1101406G0004",12,12,"HOUSEWARE & KITCHENWARE",119,0,0
LCC,145816,"BELPAK ECO GREEN NAPKIN   15",31,30,SUPERMARKET,5.99,1,5.99
LCC,140694,"COLOUR  ACTVITY BOOK SERIES MY UNICORN 46X30X10CM",14,14,STATIONERY,24.9,0,0
LCC,154717,"DOVE B  F  HAIR WASH MEN  SPO ACT  FRE 400ML  12",6,6,SUPERMARKET,70.99,0,0
LCC,152207,"CLAPPERS BABY WET WIPES 100PCS BABY YELLOW 12",15,14,SUPERMARKET,22.99,1,22.99
LCC,161520,"CURTAIN FOILED 54X90 BROWN",14,14,"HOME DECOR & TEXTILES",139,0,0
LCC,161721,"WARDROBE 4DOOR 3DRW WMIRROR OFF WHT 118132510",1,1,FURNITURE,3090,0,0
LCC,172960,"ARIEL HIGH STUD FLORAL 35KG 4",4,4,SUPERMARKET,280.99,0,0
LCC,170009,"COOKING POT 22CM FALU ZHNBLY 104822CM",3,3,"HOUSEWARE & KITCHENWARE",189,0,0
LCC,168385,"ARTIFICIAL FLOWER 12X 6 COLOR MIX",19,19,"HOME DECOR & TEXTILES",55,0,0
LCC,182100,"COMPUTER DESK METAL FRAME 120X60 CT1923",1,1,FURNITURE,1399,0,0
LCC,179572,"KEY CHAIN PU BALL ASSORTED DESIGN",36,36,"TOYS AND ENTERTAINMENT",3.5,0,0
LCC,184073,"PIZZA PAN 28CM FALU ZHNBLY 104728",7,7,"HOUSEWARE & KITCHENWARE",159,0,0
LCC,198520,"CONDOR PEAK CHARDONNAY WINE 750ML 12",10,10,SUPERMARKET,79.99,0,0
LCC,86385,"ORIJIN HERBAL BITTERS 200ML 48",26,28,SUPERMARKET,19.99,-2,-39.98
LCC,117260,"DOMS DUST FREE ERASER BOX 20PCS 3420",5,7,STATIONERY,15.9,-2,-31.8
LCC,144811,"PENCIL CASE VALENTINE 198X78X40CM P  8178",19,19,STATIONERY,19.9,0,0
LCC,157124,"PENDANT LIGHT BLACKPINKGREEN 39883",1,1,"HOME DECOR & TEXTILES",529,0,0
LCC,176363,"GRANIT DESSERT PLATE19 FRC V2522",46,46,"HOUSEWARE & KITCHENWARE",44.9,0,0
LCC,200789,"FRYING PAN 22CM FALU ZHNBAROLY 260622",5,5,"HOUSEWARE & KITCHENWARE",229,0,0
LCC,CL614,"SWING BIN 20LTR 33CMX26CMX45CM",7,7,"HOUSEWARE & KITCHENWARE",69,0,0
LCC,134097,"PRIVATE MAXI SUPER ECO 18X16",6,6,SUPERMARKET,31.99,0,0
LCC,164394,"SIDE PLATE EMBOSSED 75 WK24002 RJK",28,28,"HOUSEWARE & KITCHENWARE",14.9,0,0
LCC,164033,"WATER BOTTLE PC MOVING 750ML PLASTIC 161506092",11,11,"HOUSEWARE & KITCHENWARE",29.9,0,0
LCC,180003,"CURTAIN YD PL GROMT GOLD 54X90 24EHM007",8,8,"HOME DECOR & TEXTILES",169,0,0
LCC,179019,"PAPER U CLIP 50MM 25PCSBOX ASST COL YW",2,2,STATIONERY,5.9,0,0
LCC,189439,"BARBIE DOLL MINI BARBIELAND HYF28978A",10,10,"TOYS AND ENTERTAINMENT",49,0,0
LCC,20107,"JOHNSON BABY SHAMPOO 500ML   6",13,14,SUPERMARKET,64.99,-1,-64.99
LCC,198555,"BOWL 8INCHES CERAMIC GGK STRIPED YWU",17,17,"HOUSEWARE & KITCHENWARE",32.9,0,0
LCC,198908,"CUTLERY TRAY CN250717D",30,30,"HOUSEWARE & KITCHENWARE",99,0,0
LCC,37640,"DEVA SURFACE CLEANER LEMON 1L   12",11,11,SUPERMARKET,30.99,0,0
LCC,86440,"WATER BOTTLE CELLO PURO GLISS 900ML",2,3,"HOUSEWARE & KITCHENWARE",39.9,-1,-39.9
LCC,72679,"NOVA PUREZONE BLUE 2LTS  8",7,7,SUPERMARKET,49.99,0,0
