SHOP_CODE,ITEM_CODE,AUDIT_QTY,GROUP,SUB-GROUP
SPN,209268,0,"BEVERAGES NON ALCOHOLIC",SYROP
SPN,209269,0,"BEVERAGES NON ALCOHOLIC",SYROP
SPN,209270,0,"BEVERAGES NON ALCOHOLIC",SYROP
SPN,209271,0,"BEVERAGES NON ALCOHOLIC",SYROP
SPN,209272,0,"BEVERAGES NON ALCOHOLIC",SYROP
SPN,209273,0,"BEVERAGES NON ALCOHOLIC",SYROP
SPN,209274,0,"BEVERAGES NON ALCOHOLIC",SYROP
SPN,209275,0,BEVERAGES,"SYRUPS AND CONCENTRATES"
SPN,209277,0,"BEVERAGES ALCOHOLIC","VODKA BOTTLES"
SPN,209278,0,"BEVERAGES ALCOHOLIC","VODKA BOTTLES"
SPN,209279,0,"BEVERAGES ALCOHOLIC","VODKA BOTTLES"
SPN,209280,0,"BEVERAGES ALCOHOLIC","VODKA BOTTLES"
SPN,209281,0,"BEVERAGES ALCOHOLIC","VODKA BOTTLES"
SPN,209282,0,"BEVERAGES ALCOHOLIC","VODKA BOTTLES"
SPN,209283,0,"BEVERAGES ALCOHOLIC","VODKA BOTTLES"
SPN,209284,0,"BEVERAGES ALCOHOLIC",TEQUILA
SPN,209285,0,"BEVERAGES ALCOHOLIC",TEQUILA
SPN,209302,0,"BEVERAGES ALCOHOLIC",WINES
SPN,209303,0,"BEVERAGES ALCOHOLIC",WINES
SPN,209304,0,"BEVERAGES ALCOHOLIC",WINES
SPN,209305,0,"BEVERAGES ALCOHOLIC","SPARKLING WINES"
SPN,209306,0,"BEVERAGES ALCOHOLIC","SPARKLING WINES"
SPN,209307,0,"BEVERAGES ALCOHOLIC","SPARKLING WINES"
SPN,203843,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
SPN,203847,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
SPN,203848,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
SPN,203849,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
SPN,203850,0,"HOME AND PERSONAL CARE","LAUNDRY CARE"
SPN,203947,0,"BEVERAGES ALCOHOLIC","SPARKLING WINES"
SPN,205067,0,"FROZEN FOOD",ICE-CREAM
SPN,205068,0,"FROZEN FOOD",ICE-CREAM
SPN,205069,0,"FROZEN FOOD",ICE-CREAM
SPN,205070,0,"FROZEN FOOD",ICE-CREAM
SPN,205071,0,"FROZEN FOOD",ICE-CREAM
SPN,205072,0,"FROZEN FOOD",ICE-CREAM
SPN,205073,0,"FROZEN FOOD",ICE-CREAM
SPN,205074,0,"FROZEN FOOD",ICE-CREAM
SPN,205075,0,"FROZEN FOOD",ICE-CREAM
SPN,205076,0,"FROZEN FOOD",ICE-CREAM
SPN,205077,0,"FROZEN FOOD",ICE-CREAM
SPN,205078,0,"FROZEN FOOD",ICE-CREAM
SPN,205079,0,"FROZEN FOOD",ICE-CREAM
SPN,205080,0,"FROZEN FOOD",ICE-CREAM
SPN,205081,0,"FROZEN FOOD",ICE-CREAM
SPN,205082,0,"FROZEN FOOD",ICE-CREAM
SPN,205083,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205084,0,"FROZEN FOOD",ICE-CREAM
SPN,205085,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205086,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205087,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205088,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205089,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205090,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205091,0,"FROZEN FOOD",ICE-CREAM
SPN,205092,0,"FROZEN FOOD",ICE-CREAM
SPN,205093,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205094,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205095,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205096,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205097,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205098,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205099,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205100,0,"FOOD CUPBOARD","FROZEN ITEMS"
SPN,205103,0,"FOOD CUPBOARD","FROZEN ITEMS"
